Time (UTC),ROS Epoch,Latitude,Longitude,Depth,Roll,Pitch,Yaw
2021-03-18-23-09-50,1615828924811156756,34.418289184575662887,-119.85007476806646309,0,0,0,0,0,0,0
2021-03-18-23-09-51,1615828925809070766,34.418289184570710404,-119.85007476806643467,-0.14755280361160916236,0.014615897850697565433,-0.014563516432707921885,2.8301209442552948126,0,0,0
2021-03-18-23-09-52,1615828926809523214,34.418289184570319605,-119.85007476806640625,-0.14451729725431414209,0.16002273181580189965,0.019087125615606267276,2.9045621350702579555,0,0,0
2021-03-18-23-09-53,1615828927812004047,34.418285369873217405,-119.85007476806640625,-0.13506029302164715422,0.035596001156597771586,0.020789414619529829331,2.8474440495067625534,0,0,0
2021-03-18-23-09-54,1615828928808962536,34.418285369873046875,-119.85007476806640625,-0.13339174285639918138,-0.0002635770016550461909,0.015960313840760558673,2.7733480688752791821,0,0,0
2021-03-18-23-09-55,1615828929809130869,34.418285369873061086,-119.85006713867188921,-0.13153146123564932179,-0.051589477167186557904,0.022938654666394334841,2.7797227005500255714,0,0,0
2021-03-18-23-09-56,1615828930809114671,34.418285369872926083,-119.85006713867163342,-0.11903397838878003456,-0.053633214821450489462,0.021455690521732691256,2.7927395203145994884,0,0,0
2021-03-18-23-09-57,1615828931808988108,34.418285369873061086,-119.85006713867188921,-0.11509393543236186297,-0.068765602888741061971,-0.0039600943990149043913,2.9107474608094938695,0,0,0
2021-03-18-23-09-58,1615828932809001389,34.418285369873061086,-119.85006713867188921,-0.1214623495441594786,-0.037557851914169861074,0.02557045942216542439,2.9568153679479207696,0,0,0
2021-03-18-23-09-59,1615828933808945034,34.418285369872286594,-119.85005950927859431,-0.10608978986907260933,-0.038519404071339406748,-0.012397093162820387036,2.8561256007431832238,0,0,0
2021-03-18-23-10-00,1615828934809007169,34.418285369873011348,-119.85005950927728691,-0.10505163980661329226,-0.039181463359443266525,-0.011010403244583270507,2.7271496040113269999,0,0,0
2021-03-18-23-10-01,1615828935808928315,34.418285369873046875,-119.85005950927734375,-0.098927174169163190065,-0.049547585521058590263,-0.0019433266251313011021,2.6531313421300017907,0,0,0
2021-03-18-23-10-02,1615828936808930970,34.418281555175788355,-119.85005950927734375,-0.097349713470053542141,0.017831018685970423387,-0.0059148658170833992576,2.5623793052170134033,0,0,0
2021-03-18-23-10-03,1615828937808914355,34.41828155517495702,-119.8500595092777985,-0.098910274471850231914,0.0032078353919677772728,0.012218598151585298786,2.474450082725355049,0,0,0
2021-03-18-23-10-04,1615828938808924303,34.418281555174409903,-119.85005950927927643,-0.096550717205910241425,0.06548202829515571699,0.010216630593326286522,2.3413445370648968691,0,0,0
2021-03-18-23-10-05,1615828939808904355,34.418281555175788355,-119.85005950927734375,-0.089824465061272548705,0.081740698595757874112,0.094774983008639623883,2.2750507509584290133,0,0,0
2021-03-18-23-10-06,1615828940808921281,34.418281555175788355,-119.85005950927734375,-0.090407887700813663323,0.026613879647721799815,0.013196945383513300834,2.2145347709685792026,0,0,0
2021-03-18-23-10-07,1615828941809058156,34.418281555175788355,-119.85005950927734375,-0.089985606015194202767,-0.006114474457823487405,0.0017802252034483303112,2.0973546491874937026,0,0,0
2021-03-18-23-10-08,1615828942808932270,34.418281555175788355,-119.85005950927734375,-0.086139038225123587544,0.12010164795876682176,0.041226482891889154603,1.8751205583713381753,0,0,0
2021-03-18-23-10-09,1615828943808908312,34.418277740478515625,-119.85005950927734375,-0.089206178332925892271,-0.029565925970067939016,0.025045060578649736699,1.6785744016529564604,0,0,0
2021-03-18-23-10-10,1615828944809039353,34.418277740478515625,-119.85005950927734375,-0.094612630064817376807,0.016959676801585582551,0.011961428610163629335,1.5743369844139216696,0,0,0
2021-03-18-23-10-11,1615828945808953623,34.418277740478515625,-119.85005950927734375,-0.089765727423108870875,0.1097569346694889092,0.024282428820918029733,1.4887855378321235289,0,0,0
2021-03-18-23-10-12,1615828946808917165,34.418273925781242895,-119.85005950927734375,-0.08473390452887462343,0.083610428239893022639,0.028055025934690430017,1.4547550064727539088,0,0,0
2021-03-18-23-10-13,1615828947808942060,34.418273925781242895,-119.85005950927734375,-0.08381240745860078778,0.047429393044788353828,0.020470844579840351274,1.4613773308666173634,0,0,0
2021-03-18-23-10-14,1615828948808970028,34.41827392578125,-119.85006713867188921,-0.082711131230343848397,0.0071003732206577230973,0.041280113030004596253,1.4986355609238766196,0,0,0
2021-03-18-23-10-15,1615828949808916330,34.41827392578125,-119.85006713867188921,-0.082082138080474736919,0.017700853557459924476,0.02782694425917980538,1.5151698578840042675,0,0,0
2021-03-18-23-10-16,1615828950808941746,34.41827392578125,-119.85006713867188921,-0.08821246905416160744,0.02815402637471020944,-0.002996221485087153906,1.5769874186774623936,0,0,0
2021-03-18-23-10-17,1615828951809037631,34.41827392578125,-119.85006713867188921,-0.096922693185879579825,-0.078104383821838582747,0.0069248686024193937052,1.6518927974534587388,0,0,0
2021-03-18-23-10-18,1615828952808943673,34.418273925781242895,-119.85005950927734375,-0.085525869300919751814,-0.10265564058899068201,0.020267671296338416603,1.6840693604968364205,0,0,0
2021-03-18-23-10-19,1615828953809133464,34.418273925781477374,-119.85005950927721585,-0.088129718726692188313,-0.0063118172696632482768,0.044286324966233060751,1.760083690395810363,0,0,0
2021-03-18-23-10-20,1615828954809581693,34.418270111085718099,-119.85006713866586381,-0.078380703773255885891,-0.10032111482409671044,0.0057035020006246973934,1.8139638252599328272,0,0,0
2021-03-18-23-10-21,1615828955809068047,34.418270111083430152,-119.85006713867259975,-0.083174627389641875297,-0.033706205884060709554,0.037265455640970557294,1.7212188677512727519,0,0,0
2021-03-18-23-10-22,1615828956809245286,34.418270111083216989,-119.85005950928018592,-0.088720719443385415159,-0.085299353048738521532,0.0025727103331046291372,1.7451733159128723916,0,0,0
2021-03-18-23-10-23,1615828957808977212,34.418273925781278422,-119.85005950927764218,-0.083921233586343069177,-0.12652760880875826843,-0.0088886829010878746354,1.6944662796969840457,0,0,0
2021-03-18-23-10-24,1615828958809018254,34.418273925781242895,-119.85005950927734375,-0.085272380072279052587,-0.13776808984149699344,0.0067825447554934930119,1.7681686577178039599,0,0,0
2021-03-18-23-10-25,1615828959808918462,34.418273925781242895,-119.85005950927734375,-0.084559278792998779362,-0.05957512818301868851,0.023256923392809582263,1.9556919591673134207,0,0,0
2021-03-18-23-10-26,1615828960808964138,34.418277740478515625,-119.85005950927734375,-0.077848362046953042959,0.0025945101862465801829,-2.6015769004712614552e-05,2.1303507512560644344,0,0,0
2021-03-18-23-10-27,1615828961808946846,34.418277740478515625,-119.85005950927734375,-0.086361259649430310859,-0.0025459965840263711241,0.0040284216008213882126,2.3219456357096071031,0,0,0
2021-03-18-23-10-28,1615828962809031221,34.418277740479801707,-119.85005950927602214,-0.089164148755055780415,0.036769186138231796379,0.0047379254641230633682,2.3828038255596371009,0,0,0
2021-03-18-23-10-29,1615828963808903408,34.418277740480213822,-119.85005950927592266,-0.093334803260903362321,0.042152725137997310023,0.0015844175914279487894,2.4373557801084571039,0,0,0
2021-03-18-23-10-30,1615828964808897731,34.418277740478515625,-119.85005950927734375,-0.09113334184030348617,-0.021431850969049055095,-0.0078138816695638921295,2.4475582150204160392,0,0,0
2021-03-18-23-10-31,1615828965808939397,34.418277740478515625,-119.85005950927734375,-0.081308984492432859192,0.019325524254818333275,-0.0064477592008042447155,2.4501625746904527325,0,0,0
2021-03-18-23-10-32,1615828966809009084,34.418277740478323778,-119.85005950927721585,-0.082992476056040556665,0.041119436600499915946,0.022346395575901539798,2.450513464468760727,0,0,0
2021-03-18-23-10-33,1615828967808884552,34.418277740478515625,-119.85005950927734375,-0.090663013738768893912,0.052906833008693567033,0.029006293343077371033,2.4627333659939045774,0,0,0
